iter	MAPE	RMSE
121	0.01363478917	0.2589287111
122	0.01362000332	0.2586723519
123	0.01360666908	0.2584197442
124	0.01359296852	0.2581776335
125	0.0135836802	0.2579985538
126	0.01357612325	0.2577920909
127	0.0135630961	0.2575261081
128	0.01354677753	0.2572123391
129	0.01353701081	0.2570076555
130	0.01352517557	0.256752686
131	0.01351390621	0.2565618857
132	0.01350105402	0.2563438717
133	0.01349233979	0.2561651607
134	0.0134861333	0.2560198555
135	0.01347122625	0.2557320048
136	0.01346181948	0.2554818258
137	0.01345197074	0.2552602048
138	0.01343532869	0.2550436363
139	0.0134170801	0.2547659425
140	0.01340976463	0.2546065824
141	0.01339296129	0.2543456376
142	0.01338098844	0.2541074054
143	0.01337521935	0.2539603774
144	0.01336327841	0.2537088106
145	0.01334575609	0.2534493288
146	0.01332918055	0.2532154067
147	0.01331795493	0.2530171562
148	0.01330045995	0.2527162943
149	0.01328992778	0.2525306139
150	0.01327860921	0.2523033813
151	0.01326861651	0.2520972856
152	0.01325742734	0.2519212628
153	0.01324718312	0.2517121754
154	0.01323641495	0.2515252755
155	0.01322780551	0.2513639189
156	0.01322432091	0.2512629296
157	0.0132142954	0.2510617001
158	0.01320546088	0.250890239
159	0.01319631837	0.2507214229
160	0.01318448495	0.250508846
161	0.01317940294	0.2503789654
162	0.01317049917	0.2502153692
163	0.01315726607	0.2500328172
164	0.01313801968	0.2497668314
165	0.01312241826	0.2495324662
166	0.01311719683	0.249423224
167	0.01310998706	0.2492511769
168	0.01310044542	0.2490823913
169	0.01309375871	0.2489512688
170	0.01308749937	0.248828764
171	0.01307476291	0.2486221924
172	0.0130606286	0.248420966
173	0.01305052289	0.248257812
174	0.01303712487	0.2481164553
175	0.01303386261	0.248021771
176	0.01302080174	0.2477939193
177	0.01301796504	0.2477115312
178	0.0130100846	0.2475458924
179	0.01299621819	0.2473653784
180	0.01298259053	0.2471499886
181	0.01297485224	0.2469874708
182	0.0129636494	0.2467876291
183	0.01295778828	0.2466425111
184	0.0129406259	0.2464175554
185	0.01293479484	0.2462767113
186	0.01292795686	0.2461656763
187	0.01291371047	0.2459821638
188	0.01290574255	0.2458083385
189	0.01289524045	0.2456292854
190	0.01288655083	0.2454586478
191	0.01288236366	0.2453560227
192	0.01287298786	0.2452036804
193	0.01286838426	0.2450841581
194	0.01286088836	0.2449306571
195	0.01284923354	0.2447538809
196	0.0128475687	0.2446990483
197	0.0128412401	0.2445491212
198	0.01282948961	0.2443878493
199	0.01281599772	0.2441935077
200	0.01281354738	0.244119916
201	0.01280197914	0.2439724194
202	0.01279682423	0.2438378315
203	0.01278326855	0.2436485865
204	0.01277703928	0.2435503319
205	0.0127670566	0.2434316599
206	0.01276323393	0.2433437882
207	0.01275841254	0.2432405779
208	0.01274572801	0.2430904861
209	0.01274223795	0.243019785
210	0.01273613625	0.2429141263
211	0.01272692266	0.242778719
212	0.01271688895	0.2426386094
213	0.01270277741	0.2425006058
214	0.01269548928	0.2423910065
215	0.0126908556	0.2422770022
216	0.012683254	0.2421473577
217	0.01267525965	0.2420086598
218	0.01267131943	0.2419193973
219	0.01266356565	0.2417957417
220	0.01265295877	0.2416365315
221	0.01264212407	0.2414497503
222	0.01263327042	0.2412941714
223	0.01262163018	0.2411232474
224	0.01261647527	0.2410070781
225	0.01261358663	0.2409346235
226	0.01260712226	0.2408313116
227	0.01260241204	0.2407265093
228	0.01259413885	0.2406151779
229	0.01258365498	0.2404700486
230	0.01257836065	0.2403753851
231	0.01257103606	0.2402626242
232	0.01256626934	0.240153491
233	0.0125592072	0.240020133
234	0.01255579277	0.2399599808
235	0.01255094403	0.2398620693
236	0.01254427646	0.2397551026
237	0.01253590212	0.2396229376
238	0.01252679332	0.2394549382
239	0.01251977856	0.239353881
240	0.01251289138	0.2392090227
241	0.01250380171	0.2390866408
242	0.01249847913	0.2389963404
243	0.01248576454	0.2388515246
244	0.0124837598	0.2387710122
245	0.01247892383	0.2386912439
246	0.01247517679	0.2386045823
247	0.0124721469	0.2385491002
248	0.01246770003	0.2384637092
249	0.0124602342	0.2383392012
250	0.01245682432	0.2382589823
251	0.01245505104	0.2382138019
252	0.01244574633	0.2380748257
253	0.0124391635	0.2379405708
254	0.01243277749	0.2378449006
255	0.01242103611	0.2377284479
256	0.01241411703	0.2375996658
257	0.01240944963	0.237515399
258	0.0124075178	0.237463377
259	0.01240302627	0.2373792077
260	0.01239931568	0.2372797781
261	0.01239390927	0.2371961198
262	0.0123923802	0.2371378489
263	0.0123840086	0.237008323
264	0.01237891748	0.236905122
265	0.01237648081	0.2368443634
266	0.01237405052	0.2368003984
267	0.01236980503	0.2366908007
268	0.01236177059	0.236571985
269	0.01235778207	0.2364801
270	0.01235080832	0.2363756045
271	0.01234408242	0.2362693811
272	0.01233881361	0.2361723086
273	0.01233198839	0.2360584973
274	0.01232394392	0.2359213646
275	0.01232045385	0.2358480199
276	0.01230870335	0.2357275578
277	0.01230485881	0.2356671142
278	0.01230293791	0.2356048373
279	0.01229506202	0.2355192532
280	0.01228723808	0.23540501
281	0.0122799299	0.2353000912
282	0.01227730825	0.2352277847
283	0.01226884279	0.2351159037
284	0.01226445514	0.235052527
285	0.01226170319	0.2349828201
286	0.01225431482	0.23485067
287	0.01224837988	0.2347373903
288	0.01224277937	0.2346345731
289	0.01224043656	0.2345616807
290	0.01223307644	0.2344607608
291	0.01222503288	0.2343693624
292	0.01222335164	0.2343152808
293	0.01221812474	0.2342407019
294	0.01221268005	0.2341325059
295	0.01220874895	0.2340731453
296	0.01220317851	0.2339565835
297	0.01220120566	0.2339231003
298	0.01219820858	0.2338618864
299	0.01219359039	0.233774144
300	0.01218819765	0.2336868833
301	0.01218292792	0.2335964616
302	0.01217948615	0.2335018916
303	0.01217593959	0.2334207832
304	0.01216909432	0.2333126834
305	0.0121661756	0.233247637
306	0.01216231922	0.2332015248
307	0.01216012858	0.2331379404
308	0.01215856671	0.2330971623
309	0.01215616832	0.2330459293
310	0.012150186	0.2329488748
311	0.01214567807	0.2328672138
312	0.01214322591	0.2328228032
313	0.01213903054	0.2327509016
314	0.01213672874	0.2326902957
315	0.01213365693	0.2326221138
316	0.01213009579	0.2325386374
317	0.01212284957	0.2324385876
318	0.01211848744	0.2323478056
319	0.0121108822	0.2322389082
320	0.01210546667	0.2321677913
321	0.01210141892	0.2321015524
322	0.01209913535	0.2320490237
323	0.0120968381	0.231990544
324	0.01208936316	0.231877832
325	0.01208626584	0.231816872
326	0.01208421189	0.231741725
327	0.01207918729	0.2316470115
328	0.0120781831	0.2316016901
329	0.01207606355	0.2315602164
330	0.01206846286	0.2314491216
331	0.01206560246	0.2313807
332	0.01206395857	0.2313467652
333	0.01205684449	0.231247177
334	0.01205385834	0.2311737999
335	0.01205004296	0.2310994769
336	0.01204550587	0.2310374991
337	0.01204001289	0.2309506012
338	0.01203527078	0.2308547736
339	0.01203171692	0.2307811612
340	0.01202829246	0.2307270048
341	0.01202615104	0.2306728041
342	0.01202248419	0.2305929611
343	0.01201416635	0.2305095958
344	0.01200989717	0.2304188685
345	0.01200715888	0.2303696031
346	0.01200474773	0.2303119315
347	0.01200189553	0.2302476679
348	0.01199953177	0.2301730695
349	0.01199731835	0.2301098601
350	0.01199349295	0.2300468551
351	0.01198876086	0.229975528
352	0.01198605993	0.2299123118
353	0.01198429758	0.229852567
354	0.01197873899	0.2297703291
355	0.01197734661	0.2297344191
356	0.01197340912	0.2296621934
357	0.01197251063	0.2296388936
358	0.01196661215	0.2295720441
359	0.01196197209	0.2294840274
360	0.01195989445	0.2294218913
361	0.01195570455	0.2293450774
362	0.01195370893	0.2292965113
363	0.01195102987	0.2292287749
364	0.01194864058	0.2291651698
365	0.01194806923	0.2291479992
366	0.01194687277	0.2291102019
367	0.01194494093	0.2290649196
368	0.01193745141	0.228949414
369	0.01193335537	0.228873851
370	0.01192785783	0.2288062125
371	0.0119258622	0.2287650128
372	0.0119223694	0.2287031036
373	0.0119170368	0.2286459522
374	0.01191365882	0.2285611671
375	0.01190970037	0.2285012445
376	0.0119066714	0.2284556182
377	0.01190267559	0.2284042298
378	0.0119017443	0.2283771786
379	0.01189920557	0.2283147811
380	0.01189627956	0.2282664189
381	0.01189433223	0.2282138778
382	0.01189306469	0.2281821477
383	0.01189123583	0.2281384147
384	0.01188806925	0.2280713252
385	0.01187950446	0.2279828651
386	0.01187682449	0.2278966338
387	0.01187098615	0.2278181137
388	0.01186783142	0.2277665095
389	0.01186612739	0.227734621
390	0.0118623594	0.2276783151
391	0.01186148825	0.2276485838
392	0.01185991909	0.2276106656
393	0.01185681083	0.22755163
394	0.01185373811	0.227491778
395	0.01185107819	0.2274455004
396	0.01184838729	0.22740512
397	0.01184573101	0.2273541836
398	0.01184361966	0.2273164006
399	0.0118417671	0.2272726615
400	0.01183822964	0.2272208531
401	0.01183574286	0.2271652543
402	0.01182941335	0.2270838249
403	0.01182711337	0.2270420155
404	0.011825916	0.2270182059
405	0.01182463843	0.2269804554
406	0.01182131604	0.2269054736
407	0.01181812486	0.2268411609
408	0.01181451633	0.2267890691
409	0.01181052781	0.2267058727
410	0.01180860144	0.2266532594
411	0.01180673521	0.2266105262
412	0.01180224642	0.2265449471
413	0.01179871353	0.2264879029
414	0.011797415	0.2264541604
415	0.01179091692	0.226391885
416	0.01178922383	0.2263406561
417	0.01178750249	0.2263042421
418	0.01178241956	0.2262351345
419	0.01178037018	0.2261990097
420	0.0117769767	0.226145666
421	0.01177510045	0.2261019663
422	0.01177188558	0.2260081633
423	0.01177018793	0.225978551
424	0.01176938968	0.2259545002
425	0.01176579846	0.2258878917
426	0.01176299274	0.2258408739
427	0.01176120124	0.2257975269
428	0.01175580029	0.2257293541
429	0.01175216534	0.2256609023
430	0.01175042759	0.2256147258
431	0.01174769933	0.2255608075
432	0.01174552145	0.2255081937
433	0.01174208697	0.2254365058
434	0.01173979064	0.2253926443
435	0.01173715896	0.2253492354
436	0.0117357684	0.225313826
437	0.01173339461	0.2252700054
438	0.01173012507	0.225229235
439	0.01172716352	0.2251590204
440	0.01172370353	0.2251015521
441	0.01171908534	0.2250265112
442	0.01171776859	0.2250100048
443	0.01171530367	0.2249713746
444	0.01171367072	0.2249347065
445	0.01171236855	0.2248864035
446	0.01170852128	0.2248370202
447	0.01170390856	0.2247604801
448	0.01170190018	0.2246818861
449	0.01169810849	0.2246281253
450	0.0116951351	0.224567843
451	0.01169229657	0.2245009123
452	0.01168913911	0.2244476765
453	0.01168666873	0.2243871996
454	0.01168526723	0.2243584375
455	0.01168352858	0.2243246184
456	0.01168071648	0.2242667007
457	0.01167914094	0.2242248863
458	0.01167655665	0.2241745767
459	0.01167565543	0.2241558531
460	0.01167401154	0.2241149125
461	0.01166968769	0.224048603
462	0.01166866254	0.2240297549
463	0.01166571466	0.2239911834
464	0.01166311943	0.2239342863
465	0.01166174163	0.2239082904
466	0.01165731207	0.2238342906
467	0.01165533558	0.2237955551
468	0.01165401246	0.223761537
469	0.01164915552	0.2237026669
470	0.01164734944	0.2236629878
471	0.01164635436	0.2236259097
472	0.01164150198	0.223575555
473	0.0116386425	0.2235075444
474	0.01163634981	0.2234492109
475	0.01163350672	0.2233674957
476	0.0116316569	0.2233042696
477	0.01163003579	0.2232766577
478	0.01162704873	0.223210932
479	0.01162578939	0.2231733459
480	0.01162065635	0.223106054
481	0.01161578302	0.2230389135
482	0.01161254445	0.2229711805
483	0.011610352	0.2229267196
484	0.01160664141	0.2228601547
485	0.01160534289	0.2228354075
486	0.01160421386	0.2228153444
487	0.01160259822	0.2227682672
488	0.01160074202	0.2227370786
489	0.01159652478	0.2226700314
490	0.01159465764	0.222624266
491	0.01159436422	0.2226129767
492	0.0115925718	0.222560878
493	0.0115886334	0.222504213
494	0.01158653845	0.2224579793
495	0.01158357052	0.2224213639
496	0.01158185465	0.2223693269
497	0.01158020803	0.2223376643
498	0.01157752624	0.2222849435
499	0.01157664233	0.2222557618
500	0.01157567732	0.2222354496
501	0.01157341926	0.2221864039
502	0.01157247977	0.2221484804
503	0.01157052788	0.2220916938
504	0.0115698408	0.2220746985
505	0.01156875733	0.2220478529
506	0.0115668018	0.2220161117
507	0.01156127419	0.2219616559
508	0.0115598399	0.2219181507
509	0.01155729206	0.2218585615
510	0.01155159951	0.2217938535
511	0.01154973602	0.2217558464
512	0.01154841562	0.2217148983
513	0.01154728477	0.221687368
514	0.01154395599	0.2216179473
515	0.01154227748	0.2215692009
516	0.01154099992	0.2215224512
517	0.01153790624	0.2214576861
518	0.01153419565	0.2214200741
519	0.01153291444	0.2213893048
520	0.01153161774	0.2213575103
521	0.01153073292	0.2213248302
522	0.01152896238	0.2212877803
523	0.01152652206	0.2212589859
524	0.01152321242	0.2211899499
525	0.01151860244	0.2211163427
526	0.01151658039	0.221072465
527	0.0115156655	0.2210441043
528	0.01151400794	0.22100944
529	0.01151134346	0.2209533339
530	0.01151043951	0.2209285299
531	0.01150991737	0.2209100261
532	0.01150861884	0.2208837568
533	0.01150681184	0.2208478213
534	0.01150573202	0.2208231457
535	0.01150199045	0.220751381
536	0.01149956472	0.220701155
537	0.01149686743	0.2206510497
538	0.01149494015	0.2206230231
539	0.01149429317	0.2206041054
540	0.01149197952	0.2205632658
541	0.01149099446	0.2205415498
542	0.01148945537	0.2204999795
543	0.01148777868	0.2204714047
544	0.01148670159	0.220443471
545	0.01148440252	0.2203849219
546	0.01148299647	0.220357978
547	0.01148020897	0.2203158685
548	0.01147767389	0.2202553244
549	0.01147343569	0.2202061191
550	0.01147140544	0.2201619276
551	0.01147011876	0.2201296578
552	0.0114658997	0.2200591246
553	0.01146413918	0.2200185565
554	0.01146190936	0.2199659262
555	0.01145905899	0.2198958046
556	0.01145720643	0.2198486659
557	0.01145516159	0.2198072464
558	0.01145447543	0.2197777274
559	0.01145340745	0.2197426808
560	0.01145149657	0.2196847414
561	0.01144758551	0.2196268365
562	0.01144520352	0.2195786689
563	0.01144291903	0.2195287142
564	0.01144046413	0.2194908463
565	0.01143908269	0.2194654867
566	0.01143756638	0.2194227408
567	0.01143636535	0.2193826033
568	0.01143454378	0.2193429321
569	0.01143028098	0.21929181
570	0.01142916652	0.2192548987
571	0.01142699412	0.2191974539
572	0.01142256729	0.2191409089
573	0.01142095165	0.2191049537
574	0.01141997298	0.2190805476
575	0.01141751444	0.2190423194
576	0.01141599995	0.2189975435
577	0.01141401162	0.2189530498
578	0.01141116124	0.2188958255
579	0.01140879474	0.2188551417
580	0.01140760101	0.2188269184
581	0.01140628062	0.2187924193
582	0.01140452647	0.2187558985
583	0.01140098446	0.2187078475
584	0.01139711988	0.218645808
585	0.01139548875	0.2185944979
586	0.01139384486	0.2185589614
587	0.0113902336	0.2185020009
588	0.01138869998	0.2184661324
589	0.0113855006	0.218418318
590	0.01138441895	0.2183925167
591	0.0113824534	0.2183473405
592	0.01138058261	0.2183140094
593	0.01137906266	0.218284614
594	0.01137716089	0.2182442506
595	0.01137648839	0.2182220533
596	0.01137269852	0.2181758394
597	0.01137109929	0.2181494664
598	0.01136943171	0.2181085014
599	0.0113686526	0.2180932513
600	0.01136726751	0.218055995
601	0.01136582318	0.2180321821
602	0.0113640417	0.2179903172
603	0.01136258098	0.2179583948
604	0.0113615212	0.2179287591
605	0.0113605161	0.217901202
606	0.01135982264	0.2178838046
607	0.01135769124	0.2178511973
608	0.01135617128	0.2178244336
609	0.01135545504	0.2178128537
610	0.01135440529	0.2177697248
611	0.01135233768	0.2177287301
612	0.01135102093	0.2177019681
613	0.01135053524	0.2176896449
614	0.01134901255	0.217651658
615	0.01134731672	0.2176026261
616	0.01134565461	0.2175674973
617	0.01134371913	0.217538001
618	0.01134074665	0.2174801447
619	0.011335743	0.2174172351
620	0.01133505593	0.2173990444
621	0.01133392234	0.2173678736
622	0.01133162236	0.2173203375
623	0.01132989646	0.217272531
624	0.01132924674	0.2172566687
625	0.01132840931	0.2172347648
626	0.01132588152	0.2171958341
627	0.01132317056	0.2171675882
628	0.01132170711	0.2171260602
629	0.01132006686	0.2171038409
630	0.01131880844	0.2170898719
631	0.0113170224	0.2170384879
632	0.01131431691	0.2169867054
633	0.01131265207	0.2169574242
634	0.01131172442	0.2169401863
635	0.0113076384	0.2168955814
636	0.01130493838	0.2168593631
637	0.01130343939	0.2168208357
638	0.01130186202	0.2167823603
639	0.01130075851	0.2167580038
640	0.0112991939	0.2167152452
641	0.01129910551	0.2167114356
642	0.01129844486	0.216690814
643	0.01129569199	0.2166571776
644	0.01129464588	0.2166250503
645	0.0112927031	0.2165996749
646	0.01129147839	0.2165743807
647	0.01129003134	0.2165388409
648	0.01128767759	0.2164928822
649	0.01128694404	0.2164723407
650	0.01128633715	0.2164511237
651	0.01128471878	0.2164142584
652	0.01128379478	0.2163896921
653	0.01128245251	0.2163721478
654	0.01128124147	0.2163404921
655	0.0112809763	0.2163331714
656	0.0112795748	0.2163120586
657	0.01127723837	0.2162691192
658	0.01127611208	0.2162336894
659	0.01127234772	0.2161962559
660	0.01127091616	0.2161662859
661	0.01126927136	0.2161415312
662	0.01126757554	0.2161182747
663	0.01126699143	0.2161088635
664	0.01126646291	0.2160960699
665	0.01126390231	0.2160601731
666	0.01126204793	0.2160321162
667	0.01126152852	0.2160223637
668	0.01125988554	0.2159940065
669	0.01125886677	0.2159731307
670	0.01125823528	0.2159604557
671	0.01125712265	0.2159377536
672	0.01125534572	0.2159122046
673	0.0112535369	0.2158857155
674	0.01125211172	0.215859012
675	0.01125016986	0.2158229576
676	0.01124902989	0.2157898953
677	0.01124646929	0.2157396462
678	0.01124431693	0.2157025917
679	0.01124340478	0.215689622
680	0.01124188664	0.2156687167
681	0.011240651	0.2156428146
682	0.01123833461	0.2156009591
683	0.01123727757	0.2155731721
684	0.01123626153	0.2155444937
685	0.01123481174	0.2155090209
686	0.01123288081	0.2154833195
687	0.01123178368	0.2154507381
688	0.01123066285	0.2154348177
689	0.01122795918	0.2153875066
690	0.0112268912	0.2153679682
691	0.01122513341	0.2153485973
692	0.01122322345	0.2153055927
693	0.01122027284	0.2152549003
694	0.01121706434	0.2152144852
695	0.01121627976	0.2151993519
696	0.01121538856	0.215184658
697	0.01121286351	0.2151383083
698	0.01121136178	0.2151152314
699	0.01120856881	0.2150598164
700	0.01120799382	0.2150340698
701	0.01120745618	0.2150162454
702	0.01120653765	0.2149992079
703	0.01120433608	0.2149593975
704	0.01120345855	0.2149405664
705	0.0112021819	0.2149121258
706	0.01120003501	0.2148625366
707	0.01119649118	0.2148233372
708	0.01119548334	0.2147925223
709	0.01119424587	0.2147607356
710	0.01119294644	0.2147284519
711	0.01119232952	0.2147104154
712	0.01119158048	0.2146925641
713	0.01119043413	0.2146538855
714	0.01118944179	0.2146365814
715	0.011188454	0.2146106397
716	0.01118656864	0.2145721247
717	0.01118456481	0.2145475513
718	0.01118329362	0.214515312
719	0.0111814602	0.2144767799
720	0.01118032388	0.2144506659
721	0.01117966869	0.2144334814
722	0.01117782433	0.2143904207
723	0.01117725207	0.2143689296
724	0.01117578861	0.2143433977
725	0.01117493933	0.214323424
726	0.01117204978	0.2142949185
727	0.0111710711	0.2142778747
728	0.01116980265	0.2142468963
729	0.01116912924	0.214226803
730	0.01116870642	0.2142153349
731	0.01116398162	0.2141700008
732	0.01116062642	0.2141386409
733	0.01116013161	0.2141295596
734	0.01115924224	0.2141053526
735	0.01115821982	0.2140864463
736	0.01115614492	0.2140305946
737	0.01115424497	0.2139769684
738	0.01115123331	0.2139255779
739	0.01114914656	0.2138928955
740	0.01114803119	0.213864486
741	0.01114736052	0.2138407944
742	0.01114632626	0.2138173473
743	0.01114479719	0.2137879304
744	0.01114233592	0.2137583816
745	0.01114129528	0.2137339022
746	0.01114007056	0.2137149034
747	0.011138023	0.2136901291
748	0.01113655042	0.2136509534
749	0.0111360866	0.2136381407
750	0.01113509152	0.2136085029
751	0.01113312232	0.2135621951
752	0.01113213089	0.2135420118
753	0.01113102282	0.213521195
754	0.01112790636	0.213488758
755	0.01112600004	0.2134492721
756	0.01112344855	0.2134079514
757	0.01112211722	0.213372149
758	0.01111927414	0.2133360929
759	0.01111791639	0.2133042942
760	0.01111672174	0.2132857869
761	0.01111601371	0.2132730975
762	0.01111500314	0.2132487334
763	0.0111117099	0.2131817283
764	0.01111008971	0.2131488635
765	0.01110732044	0.2131089982
766	0.01110666981	0.2130843074
767	0.01110496578	0.2130485533
768	0.01110336199	0.2130247281
769	0.01110121419	0.2129983248
770	0.0110998947	0.2129620428
771	0.01109862443	0.2129256776
772	0.01109702975	0.2128931242
773	0.01109646113	0.2128712593
774	0.01109484003	0.2128361887
775	0.01109436527	0.2128193192
776	0.01109364083	0.2128079208
777	0.01109259837	0.212783058
778	0.01109148209	0.2127623982
779	0.01109105563	0.2127518962
780	0.01109030294	0.2127360138
781	0.01108871009	0.2126859943
782	0.01108764393	0.2126543983
783	0.0110861504	0.2126221977
784	0.01108488377	0.2125956759
785	0.01108411195	0.2125805362
786	0.01108153039	0.2125381719
787	0.01108097089	0.2125259181
788	0.01107899167	0.2124965711
789	0.01107782801	0.2124694074
790	0.01107630896	0.2124327691
791	0.01107584878	0.2124185273
792	0.01107470699	0.2123999771
793	0.01107276149	0.2123501789
794	0.01107204069	0.2123301551
795	0.01107033484	0.2122832852
796	0.01106978354	0.2122723903
797	0.01106909464	0.2122532349
798	0.01106825994	0.2122287451
799	0.0110665869	0.2122015472
800	0.01106591622	0.2121899009
801	0.01106528746	0.2121644159
802	0.01106501864	0.212156281
803	0.01106416936	0.2121333608
804	0.01106238424	0.212103719
805	0.01106061369	0.2120749925
806	0.01105874017	0.2120342893
807	0.01105734779	0.2120000172
808	0.0110566115	0.2119768222
809	0.01105583877	0.2119540202
810	0.01105470973	0.2119210595
811	0.01105336747	0.211893263
812	0.01105266764	0.2118762582
813	0.01105227033	0.2118658585
814	0.01105110394	0.2118324368
815	0.01105041504	0.2118115896
816	0.01104750999	0.2117493886
817	0.0110454606	0.2117129184
818	0.01104499131	0.2117001949
819	0.01104364631	0.2116700533
820	0.01104096179	0.2116151658
821	0.01103950197	0.2115846589
822	0.01103876204	0.2115670693
823	0.01103778884	0.2115452139
824	0.01103701337	0.2115291633
825	0.01103594903	0.2115095959
826	0.0110348765	0.2114821676
827	0.01103381034	0.2114638456
828	0.01103258745	0.2114320842
829	0.0110309627	0.2113973697
830	0.01102876114	0.2113626667
831	0.01102795924	0.211344869
832	0.01102718468	0.2113281132
833	0.01102665798	0.2113153839
834	0.01102570664	0.2112998592
835	0.01102439081	0.2112665808
836	0.01102406823	0.2112584114
837	0.01102114678	0.2112280946
838	0.01102020546	0.2111967206
839	0.01101862901	0.211175336
840	0.01101690858	0.2111347787
841	0.01101586794	0.2111056614
842	0.01101500955	0.2110844834
843	0.01101403907	0.2110696066
844	0.01101295742	0.2110413093
845	0.01101184662	0.2110117127
846	0.01101062646	0.2109866988
847	0.01100894248	0.2109557554
848	0.01100831099	0.2109375432
849	0.01100631992	0.2109145165
850	0.01100394704	0.2108704952
851	0.01100242344	0.2108386099
852	0.01100073399	0.2108111029
853	0.01099946918	0.2107844915
854	0.0109979793	0.2107512269
855	0.01099767676	0.2107437898
856	0.01099688307	0.2107259658
857	0.01099528839	0.2106871385
858	0.01099443364	0.2106578555
859	0.01099338662	0.2106337426
860	0.01099102103	0.210605006
861	0.01099014715	0.2105772868
862	0.01098771048	0.2105455908
863	0.01098717649	0.2105287195
864	0.01098615863	0.2105077259
865	0.01098514351	0.2104906265
866	0.01098410742	0.2104573327
867	0.01098358255	0.2104491925
868	0.01098230498	0.2104306939
869	0.01098114497	0.2104065896
870	0.01098013166	0.2103826385
871	0.01097917394	0.2103576451
872	0.0109780841	0.2103328826
873	0.01097720839	0.2103147117
874	0.01097650035	0.210297224
875	0.01097481728	0.2102610046
876	0.01097369645	0.2102310467
877	0.01097297748	0.2102086882
878	0.01096979724	0.2101709621
879	0.01096760934	0.2101471229
