iter	MAPE	RMSE	R2	MAE
120	0.3480859968	493464.5242	0.9061285078	239987.2789
121	0.3468975288	492131.4253	0.9066350121	239446.3653
122	0.345495272	490682.6103	0.9071839284	238849.7121
123	0.3442574703	489447.6718	0.9076505351	238320.2656
124	0.3442834692	487925.7791	0.9082239466	238050.9459
125	0.344598395	486473.9234	0.9087693056	237772.4358
126	0.3430160474	485368.5538	0.9091834246	237211.6734
127	0.3422322704	484398.861	0.9095459377	236777.5483
128	0.3402572762	482818.5293	0.9101351804	236357.0641
129	0.3382149884	481684.3934	0.9105568676	235838.5224
130	0.3376365645	480439.7047	0.9110185185	235452.0169
131	0.3366589174	479406.2058	0.9114009322	234979.239
132	0.3368315253	477793.119	0.9119961583	234682.5753
133	0.3369345755	476611.4408	0.9124309223	234526.1624
134	0.3372808769	475750.3563	0.9127470551	234451.8727
135	0.3358959681	474804.783	0.913093548	234038.3973
136	0.335787628	473932.6378	0.9134125231	233902.8832
137	0.3350748417	473102.2658	0.9137156751	233615.8102
138	0.3352394537	472273.7855	0.9140176068	233548.6837
139	0.3347360402	471465.9315	0.9143115118	233391.5532
140	0.3348672998	470341.8855	0.9147196133	233315.1194
141	0.3336424481	469259.7445	0.9151115803	232915.7402
142	0.3324337242	468452.5796	0.9154033591	232460.1101
143	0.3325352429	467461.263	0.9157610188	232295.1348
144	0.3325834112	465982.5732	0.9162931113	231890.5816
145	0.3321335438	465027.7326	0.9166358059	231770.4943
146	0.3320613676	464397.693	0.9168615436	231626.8951
147	0.3318772912	463411.3822	0.9172143158	231403.9327
148	0.3312544606	462496.3417	0.9175409261	231233.9336
149	0.3316097553	461739.1707	0.917810699	231064.6912
150	0.3307111865	461022.9758	0.9180654659	230755.6648
151	0.3310888958	460545.6103	0.918235056	230741.0996
152	0.3313837962	459777.574	0.9185075418	230664.2811
153	0.331231441	459029.9497	0.918772349	230528.5992
154	0.330539659	458463.8576	0.9189725712	230353.0848
155	0.3303169869	456860.6658	0.9195382663	229776.5763
156	0.3303524805	455968.8385	0.9198520947	229697.0025
157	0.3298913139	455205.3735	0.9201202661	229527.3618
158	0.3288400094	454662.7014	0.9203106095	229148.1744
159	0.3269929096	453779.9218	0.9206197612	228673.6421
160	0.3269898172	452467.5378	0.9210782509	228272.0133
161	0.3267315648	451943.3145	0.9212610204	228073.3508
162	0.3248134285	450893.6697	0.9216263405	227744.4774
163	0.3244178431	450234.4071	0.9218553571	227439.01
164	0.3245219846	449456.8376	0.9221250407	227390.7688
165	0.3238718737	448745.1408	0.9223714691	227230.8139
166	0.3233475716	448129.1345	0.922584449	227113.8456
167	0.3232177588	447493.2183	0.9228040057	226953.6589
168	0.3232684318	446847.2603	0.9230267102	226913.12
169	0.322522592	446400.359	0.9231805984	226761.0462
170	0.3217521298	446057.0844	0.9232986987	226564.957
171	0.3209078167	445232.4879	0.9235820219	226207.9871
172	0.3205762708	444497.6798	0.923834053	226005.1792
173	0.3190957624	443727.8883	0.9240976365	225596.3331
174	0.3189873083	442933.6833	0.9243691006	225435.1101
175	0.3184903274	442355.7491	0.9245663363	225306.818
176	0.3177138801	441921.5169	0.9247143603	225102.9239
177	0.3159091604	441248.9974	0.9249433265	224639.9183
178	0.3158522734	440425.479	0.9252232268	224394.2949
179	0.3150850048	439496.0962	0.9255384807	224166.6588
180	0.3149535236	438960.5522	0.925719839	224046.6782
181	0.3141396176	438269.738	0.9259534518	223671.5541
182	0.3135798733	437796.1889	0.9261133795	223535.5647
183	0.3130620285	437376.3667	0.9262550179	223357.9132
184	0.3127814657	436860.0069	0.9264290395	223214.5946
185	0.3127316021	436329.5313	0.9266076043	223107.4195
186	0.3119426118	435673.0296	0.9268282906	222752.9614
187	0.3112115879	435084.8774	0.9270257187	222621.9861
188	0.3109655319	434489.7602	0.9272252134	222533.6616
189	0.3108763115	433821.679	0.9274488416	222476.7942
190	0.3108375353	433234.6646	0.9276450501	222376.1922
191	0.3106858087	432355.9918	0.9279382485	222123.1636
192	0.3099330057	431690.7848	0.9281598211	221981.762
193	0.3098625418	430886.0334	0.9284274182	221827.39
194	0.3092453549	430006.3198	0.9287193705	221447.1609
195	0.3090905602	429303.0681	0.928952331	221335.3987
196	0.3091119216	428520.1398	0.9292112367	221185.6924
197	0.309246769	427993.0406	0.9293852764	221091.052
198	0.3088172797	427005.1884	0.9297108723	220660.363
199	0.3081439092	426634.7936	0.9298327605	220515.182
200	0.3075780625	426135.5498	0.9299968824	220229.1559
201	0.306673977	425672.196	0.9301490339	220000.5464
202	0.3066087257	424707.7746	0.9304651901	219665.8113
203	0.3065953773	424229.0935	0.9306218448	219648.4579
204	0.3065396559	423774.9678	0.9307703002	219561.8072
205	0.3064457592	423355.2699	0.9309073596	219462.2596
206	0.3054818062	422905.3479	0.9310541383	219246.2369
207	0.3050004251	422393.4135	0.9312209577	219018.6203
208	0.3049846775	421922.724	0.9313741586	218931.03
209	0.3044093591	421623.9346	0.9314713206	218810.3801
210	0.3041752929	421333.9892	0.9315655407	218734.2372
211	0.3027432788	420841.8335	0.9317253225	218382.3994
212	0.3025805948	420383.5582	0.9318739368	218200.6659
213	0.3023713112	419896.7796	0.9320316171	218068.7106
214	0.302333561	419635.9553	0.9321160298	218026.9458
215	0.3010377075	418907.8192	0.9323514047	217551.1217
216	0.3009260896	418348.4974	0.9325319316	217287.4337
217	0.3003652813	417886.6026	0.9326808312	217024.453
218	0.2999273227	417472.4169	0.932814211	216919.7587
219	0.2997803345	416906.4909	0.9329962418	216858.4345
220	0.2989623375	416478.8036	0.9331336441	216676.1405
221	0.2988338875	415939.5935	0.9333066741	216621.3918
222	0.2986094191	415402.7972	0.9334787069	216337.4973
223	0.2983044817	415086.3534	0.933580017	216243.8991
224	0.2979554971	414284.6118	0.9338363503	215860.4314
225	0.2979008625	413819.6024	0.9339847963	215798.4644
226	0.2979321244	413638.1473	0.9340426774	215789.9322
227	0.2975196559	413284.368	0.934155454	215640.3886
228	0.2973299058	412564.1943	0.9343847305	215330.4569
229	0.2972357907	412232.4852	0.9344901999	215293.0384
230	0.2971593688	411886.9138	0.9345999866	215110.0089
231	0.2970513525	411221.2373	0.9348112099	215018.5273
232	0.2965617066	410669.5974	0.9349859899	214929.5027
233	0.295901022	410334.8871	0.9350919242	214669.3328
234	0.2956760711	409948.8178	0.9352140061	214547.064
235	0.2956365714	409599.0797	0.9353245002	214525.7087
236	0.2955801711	409188.7187	0.9354540269	214488.5445
237	0.2955437198	408615.3862	0.9356347766	214280.3026
238	0.2942048111	408196.0732	0.9357668095	214009.6801
239	0.2936679878	407691.1714	0.9359256125	213602.3255
240	0.2933948694	407278.9893	0.9360551075	213499.6494
241	0.2929115003	406949.4021	0.9361585593	213183.7533
242	0.2915456618	406452.7078	0.9363143051	212812.2707
243	0.2911392242	405920.6884	0.9364809166	212528.1886
244	0.2908610053	405195.2985	0.936707734	212209.6661
245	0.290594934	404744.409	0.9368485152	212069.7266
246	0.2894324069	404321.1944	0.9369805129	211828.4212
247	0.2889173201	403845.206	0.9371288053	211578.3441
248	0.28857719	403670.844	0.9371830834	211485.326
249	0.2882280824	403339.8031	0.9372860705	211271.296
250	0.2882057846	402930.0358	0.9374134324	211142.2903
251	0.2882167446	402834.1712	0.9374432099	211135.1042
252	0.2878411826	402492.053	0.937549421	210951.1924
253	0.2877788439	402039.1383	0.9376898902	210909.1288
254	0.2878150858	401908.7698	0.9377302941	210898.3044
255	0.2877838374	401551.9558	0.9378408109	210876.9896
256	0.2876032307	401390.1461	0.9378908962	210851.6738
257	0.2870724633	401168.2511	0.9379595471	210680.3051
258	0.2869115261	401002.4941	0.9380108049	210644.7372
259	0.2869967174	400797.1303	0.9380742812	210597.3276
260	0.2866899957	400079.3002	0.9382959013	210217.1942
261	0.2857901765	399602.8788	0.9384427704	209830.6861
262	0.2856913633	399461.4487	0.9384863362	209813.9672
263	0.2846046851	399164.8542	0.9385776483	209624.8795
264	0.2843355442	398832.0436	0.9386800295	209362.0472
265	0.2842312304	398358.0647	0.9388256904	209312.2831
266	0.2841904177	397989.2874	0.9389389013	209207.5741
267	0.2842256023	397406.7281	0.9391175276	208943.6002
268	0.2834035894	397239.5232	0.9391687483	208799.478
269	0.2828864444	396896.6032	0.939273729	208519.0873
270	0.2817752878	396557.7702	0.9393773695	208188.9953
271	0.2814708388	396109.4512	0.9395143629	208049.5707
272	0.2814201253	395635.0944	0.9396591441	207860.368
273	0.2814040743	395513.958	0.9396960891	207851.698
274	0.2812195733	394813.6637	0.9399094474	207769.5183
275	0.2812311516	394450.5551	0.9400199266	207679.0497
276	0.2812496883	394362.896	0.9400465825	207666.6797
277	0.2812268963	393955.0948	0.9401705112	207630.0832
278	0.2805657131	393729.308	0.9402390715	207441.6587
279	0.280498162	393598.6722	0.9402787212	207416.2208
280	0.2802132731	393143.7848	0.9404166828	207109.3955
281	0.2801221398	392838.1612	0.940509285	207004.5799
282	0.2801337172	392359.8768	0.9406540579	206887.0408
283	0.2799244745	391778.4756	0.940829806	206757.0175
284	0.2800153011	391181.7569	0.9410099132	206503.7153
285	0.2799047575	390840.8451	0.9411126872	206355.3238
286	0.2795461629	390435.5479	0.9412347547	206079.0719
287	0.2793279426	389948.4351	0.9413812959	205955.2952
288	0.2785960976	389555.1107	0.9414994887	205660.6312
289	0.2776832467	389187.021	0.9416099904	205389.5968
290	0.2775672054	388870.5458	0.9417049138	205357.2898
291	0.2774897981	388536.0796	0.9418051495	205205.6653
292	0.2763466122	388284.4934	0.9418804902	204858.7581
293	0.2755353705	387896.0614	0.9419967152	204647.3916
294	0.2755309893	387415.0317	0.9421404857	204580.1038
295	0.2754776188	387018.1005	0.9422589864	204533.1133
296	0.2752907795	386691.0718	0.942356527	204461.7055
297	0.2752239218	386301.3443	0.9424726606	204411.4978
298	0.2750108527	385844.357	0.9426086877	204103.5295
299	0.2744173027	385623.6163	0.9426743358	203873.452
300	0.274002901	385296.6173	0.942771516	203707.8742
301	0.273919657	384863.8037	0.9429000162	203651.7138
302	0.2738634784	384652.7055	0.9429626378	203564.573
303	0.2738971303	384438.15	0.9430262499	203512.9418
304	0.2738528649	384167.9815	0.9431062997	203444.6837
305	0.2737765535	383925.7634	0.9431780201	203425.4561
306	0.2737564446	383566.6896	0.943284258	203289.0624
307	0.2729428602	383345.8645	0.9433495434	203082.1302
308	0.2728493262	383045.0373	0.9434384204	202938.4009
309	0.2728345612	382852.044	0.943495402	202862.4237
310	0.2726922927	382485.7642	0.9436034677	202798.9994
311	0.272721669	382183.4941	0.9436925704	202703.3189
312	0.2727008707	381793.6374	0.9438073876	202573.029
313	0.2717879085	381507.1335	0.9438916916	202292.1655
314	0.2717386189	381325.0953	0.9439452236	202260.0327
315	0.2717448255	381277.193	0.943959306	202254.8354
316	0.2716086587	381061.2869	0.9440227565	202189.4861
317	0.2708544957	380741.9202	0.944116546	201941.6659
318	0.2701425147	380356.2598	0.9442296994	201528.168
319	0.2700100797	380028.0293	0.9443259124	201457.2934
320	0.2697550407	379759.9774	0.9444044239	201356.4453
321	0.2696323255	379505.6788	0.9444788559	201283.8108
322	0.2695823186	379257.671	0.9445513985	201220.2923
323	0.2685060638	379022.4315	0.9446201626	200903.7797
324	0.2685166052	378926.6288	0.944648155	200895.6414
325	0.2685667681	378603.4942	0.9447425187	200857.6048
326	0.2676468246	378381.454	0.9448073136	200675.11
327	0.2676343192	377859.2648	0.944959547	200537.0859
328	0.2676460065	377502.8559	0.9450633298	200490.788
329	0.2675961898	377166.3036	0.9451612407	200401.2854
330	0.2673788996	376846.5688	0.9452541781	200260.9249
331	0.2670489617	376642.0577	0.9453135821	200204.5721
332	0.2661463137	376429.3976	0.9453753189	199990.1501
333	0.2660939066	376061.8062	0.9454819511	199930.0079
334	0.26612823	375713.0709	0.9455830173	199885.5737
335	0.2661003564	375574.3764	0.9456231859	199864.1764
336	0.2661491544	375231.0171	0.9457225657	199657.3159
337	0.266079424	374924.2256	0.9458112846	199576.8861
338	0.2652875931	374714.4808	0.9458718975	199436.9661
339	0.2651909376	374567.1716	0.9459144472	199398.9626
340	0.2651659984	374127.3496	0.9460413887	199195.7444
341	0.2651382173	373839.4468	0.9461244025	199166.8459
342	0.2651222071	373550.5488	0.9462076389	199141.8087
343	0.2646796372	373282.3151	0.946284864	198906.7524
344	0.2646146474	373085.6014	0.9463414631	198857.0061
345	0.2643604012	372903.0394	0.9463939637	198794.1264
346	0.2643354909	372705.6146	0.9464507097	198724.5017
347	0.2643075771	372364.1305	0.9465487916	198611.2986
348	0.2641724632	372084.8867	0.94662893	198535.6369
349	0.2639107975	371830.536	0.9467018721	198431.6242
350	0.2637504071	371578.0675	0.9467742251	198285.3178
351	0.2633926064	371268.53	0.946862866	198114.6347
352	0.2626191132	371039.241	0.9469284789	197933.5953
353	0.2626314247	370999.3346	0.9469398943	197929.1256
354	0.2624990401	370717.5129	0.9470204756	197882.1329
355	0.2623968007	370293.533	0.9471415889	197845.3445
356	0.2622561465	370021.2967	0.9472192824	197763.443
357	0.2621792248	369955.5701	0.9472380315	197746.2175
358	0.2621022488	369729.6683	0.9473024467	197717.3746
359	0.2621328816	369455.5921	0.9473805459	197623.0546
360	0.2621390522	369208.5385	0.9474508952	197594.7889
361	0.2620881481	368789.3112	0.9475701639	197374.754
362	0.2615724642	368571.5585	0.9476320603	197247.8527
363	0.2615053392	368374.9306	0.9476879206	197210.403
364	0.2613929533	368083.3758	0.9477706939	197175.3207
365	0.2613408334	367907.6956	0.9478205384	197117.2938
366	0.2611739489	367540.1808	0.9479247338	196855.6813
367	0.2609815418	367250.3276	0.9480068376	196803.1512
368	0.2609427618	366902.7915	0.9481051953	196685.2324
369	0.2601982257	366694.1289	0.9481642051	196550.3031
370	0.2596008732	366368.7222	0.9482561631	196336.0907
371	0.2594957883	365969.2864	0.9483689297	196299.7579
372	0.2595010336	365554.3313	0.9484859474	196203.0722
373	0.2587728353	365332.0793	0.948548568	196072.3685
374	0.258734574	365149.4882	0.9485999854	196037.4239
375	0.2587106574	364674.6604	0.9487335761	195832.2527
376	0.2586049095	364288.7694	0.9488420168	195770.5422
377	0.2583556547	364027.4814	0.9489153772	195680.8467
378	0.258143115	363696.3058	0.9490082838	195621.0034
379	0.2575860187	363393.9792	0.9490930234	195408.2508
380	0.2575876273	363329.8629	0.9491109856	195401.2169
381	0.2568146396	363100.024	0.9491753491	195143.0906
382	0.2567914256	363055.6097	0.949187782	195136.6455
383	0.2567516611	362855.6706	0.9492437324	195084.1144
384	0.2560620196	362662.5696	0.94929774	194980.2942
385	0.255608244	362432.3415	0.9493620939	194735.1765
386	0.2554879977	362120.686	0.9494491435	194588.6174
387	0.2549564221	361905.5169	0.9495091995	194388.2048
388	0.2549533453	361728.0497	0.9495587056	194378.0953
389	0.2549054848	361436.5296	0.949639975	194330.4359
390	0.2547304572	361213.4526	0.9497021198	194135.0482
391	0.2547295664	361186.5967	0.9497095987	194132.0486
392	0.2544918718	360926.4464	0.9497820176	194068.2842
393	0.2544924113	360892.2098	0.9497915442	194063.5367
394	0.2544692042	360571.4846	0.9498807452	193956.1176
395	0.2543176045	360227.8432	0.9499762316	193750.1875
396	0.2543361328	360162.8218	0.9499942886	193741.0146
397	0.2543244257	359847.1099	0.9500819183	193634.4644
398	0.2543103709	359787.8761	0.9500983508	193624.0324
399	0.2536752525	359590.7271	0.950153024	193514.4732
400	0.2531227133	359461.4237	0.9501888659	193428.2706
401	0.2529888585	359213.7309	0.9502574887	193203.4336
402	0.2529083901	358833.9784	0.9503626063	193148.1017
403	0.2529094836	358805.9098	0.9503703715	193144.3988
404	0.2528009524	358666.3109	0.9504089823	193100.972
405	0.2527944791	358437.4928	0.9504722372	193039.1468
406	0.2527132765	358063.5902	0.9505755127	192986.2146
407	0.2522213601	357939.4923	0.9506097659	192895.191
408	0.2520264719	357703.928	0.9506747531	192823.5102
409	0.2520826943	357485.5909	0.9507349495	192746.831
410	0.251901202	357259.8453	0.9507971498	192677.8245
411	0.2518479848	356932.833	0.9508871827	192447.8134
412	0.2516551082	356808.6617	0.9509213479	192326.5665
413	0.2514579887	356408.05	0.9510314935	192170.0897
414	0.2512839767	356037.2462	0.9511333333	192020.2342
415	0.2512683085	355784.6676	0.9512026423	191903.8672
416	0.2507390634	355608.2343	0.9512510274	191809.6068
417	0.2505907	355202.2571	0.9513622716	191747.5335
418	0.2506222962	354951.0579	0.9514310406	191684.2394
419	0.2505539346	354798.2449	0.9514728512	191574.6987
420	0.2505981384	354488.6736	0.9515574969	191405.9599
421	0.2505325208	354287.0149	0.9516125963	191351.9825
422	0.2504603395	353993.1292	0.951692839	191276.6812
423	0.2499901375	353740.5097	0.9517617611	191075.5677
424	0.2498770273	353586.5273	0.951803748	191015.513
425	0.249934637	353292.1564	0.9518839641	190976.9101
426	0.2498168261	352879.0642	0.9519964191	190826.4301
427	0.2498734517	352596.2763	0.9520733259	190790.346
428	0.2499308592	352321.7161	0.952147936	190756.0121
429	0.2499163103	352031.5352	0.9522267278	190657.0988
430	0.2498352458	351686.7262	0.9523202683	190606.3825
431	0.249404142	351419.7928	0.9523926195	190356.1416
432	0.2492388233	351212.8862	0.9524486629	190301.0249
433	0.2489210386	350913.458	0.9525297086	190136.4934
434	0.2489030973	350686.9883	0.9525909608	190073.4134
435	0.2487314823	350489.0563	0.9526444622	190012.9229
436	0.2485603586	350299.1379	0.952695769	189954.7996
437	0.2485618425	350260.5965	0.9527061777	189950.7836
438	0.2485307255	350164.3416	0.9527321677	189928.2374
439	0.2484142663	349797.4016	0.9528311805	189873.62
440	0.2484704885	349538.3613	0.9529010157	189841.889
441	0.2483896287	349244.8018	0.9529800946	189806.8361
442	0.2478135114	349061.8671	0.9530293398	189639.8555
443	0.2478528986	348759.6947	0.9531106268	189471.7867
444	0.2473590348	348580.7564	0.9531587296	189337.7544
445	0.2472502307	348243.2093	0.9532494029	189210.3711
446	0.2470941579	348129.4702	0.9532799362	189118.0534
447	0.2471623982	347968.8354	0.9533230416	189078.8795
448	0.247095757	347781.8354	0.9533731969	188995.0549
449	0.2470506423	347597.6412	0.9534225733	188957.743
450	0.2469775376	347280.7336	0.9535074647	188912.2867
451	0.246980103	347244.2554	0.9535172313	188908.6197
452	0.2469954658	347104.3159	0.9535546888	188798.7551
453	0.2470008788	346917.0316	0.9536047956	188744.7764
454	0.2469598891	346601.227	0.9536892258	188575.2425
455	0.2467289141	346424.8954	0.9537363346	188450.3154
456	0.2466602423	346116.5713	0.9538186488	188406.0571
457	0.2467243711	345906.7295	0.9538746291	188342.5084
458	0.2466611336	345609.8403	0.9539537732	188299.6709
459	0.2466708634	345331.9657	0.9540277869	188241.758
460	0.2466001525	345040.3551	0.9541053953	188148.7592
461	0.2465671241	344871.8143	0.9541502203	188113.6991
462	0.2462570928	344641.0027	0.9542115714	187906.0391
463	0.2462158653	344453.7705	0.9542613086	187871.8941
464	0.2460171593	344227.3694	0.9543214147	187727.1379
465	0.2454800744	344066.9815	0.9543639713	187639.8981
466	0.2455070515	343799.5399	0.9544348891	187543.5784
467	0.2454616705	343508.5411	0.9545119909	187386.3863
468	0.2454087338	343376.2188	0.9545470288	187337.6971
469	0.2453729219	343193.4897	0.9545953919	187305.8976
470	0.2453118503	342907.48	0.9546710388	187264.1456
471	0.2452220711	342707.9242	0.954723782	187195.2891
472	0.2451452835	342498.1349	0.9547791969	187070.4089
473	0.2450815811	342199.3663	0.9548580567	187030.2688
474	0.2450213578	342024.9292	0.9549040674	186968.6009
475	0.2449596845	341783.5009	0.9549677095	186939.834
476	0.2449066017	341743.3836	0.9549782803	186935.4365
477	0.2447975841	341431.2879	0.9550604746	186829.485
478	0.2446642085	341270.4286	0.9551028095	186781.5341
479	0.2443245913	341086.8581	0.9551510972	186611.8898
480	0.243894951	340977.3183	0.955179899	186516.1545
481	0.243899033	340943.7125	0.9551887332	186512.8137
482	0.2439366579	340773.2801	0.9552335229	186453.8939
483	0.2439073127	340569.6697	0.9552870025	186387.6974
484	0.2439112995	340536.6246	0.955295679	186384.431
485	0.2439085852	340507.9368	0.9553032107	186380.1635
486	0.2437703	340238.1951	0.955373998	186229.4395
487	0.2433973124	339991.9898	0.9554385597	186058.2154
488	0.2433723479	339806.005	0.955487299	186011.8539
489	0.2433692069	339595.2291	0.9555425028	185917.1
490	0.2430562523	339402.2039	0.9555930275	185791.6515
491	0.2429934968	339237.7112	0.9556360611	185717.4034
492	0.2429366174	338968.9901	0.9557063175	185679.9343
493	0.2427372906	338642.4581	0.9557916134	185404.9763
494	0.2426734606	338323.1326	0.9558749474	185288.819
495	0.242597416	338138.9072	0.9559229887	185213.8108
496	0.2425977529	337973.7165	0.955966044	185172.5857
497	0.242141217	337799.3087	0.9560114788	185022.8075
498	0.2420528614	337588.4571	0.9560663762	184936.0461
499	0.2419998397	337422.8137	0.9561094792	184842.5074
500	0.241991533	337198.0102	0.9561679427	184768.1023
501	0.2420088636	337042.0175	0.9562084879	184724.7346
502	0.2419699113	337006.0403	0.9562178364	184719.6162
503	0.2419210698	336760.2977	0.9562816645	184674.7323
504	0.2415837443	336532.5819	0.9563407688	184517.8469
