iter	MAPE	RMSE	R2	MAE
40	0.4497869981	940693.3983	0.6655415393	460821.4853
41	0.4492992718	927321.0043	0.6749829171	452687.4169
42	0.4515728208	914297.2278	0.6840482245	445808.8644
43	0.4522206176	901626.0295	0.6927450584	438568.4726
44	0.4531208578	889671.6393	0.700838648	431798.9319
45	0.4530102021	877895.1124	0.7087061896	424992.4859
46	0.4545203243	866775.1524	0.716038867	418890.3772
47	0.4525950968	855773.5216	0.7232015307	411814.8219
48	0.4528452225	844707.9516	0.7303135298	405758.4233
49	0.4517938413	834117.8569	0.7370332544	399355.8403
50	0.4513692208	824677.0997	0.742952216	393768.5854
51	0.4484079209	814941.3769	0.7489855449	387376.3987
52	0.4449207524	805454.0785	0.7547959923	380983.8211
53	0.4433159918	796368.538	0.7602966065	375266.9805
54	0.4420984854	787167.641	0.765803468	369977.6533
55	0.4387452786	778598.171	0.7708748551	364396.7076
56	0.4351043532	769699.6044	0.7760822503	358908.7292
57	0.4351795774	761440.1232	0.7808620928	354662.0814
58	0.4348689209	753614.2253	0.7853434379	350399.5061
59	0.431994913	745944.4902	0.7896904398	345422.0341
60	0.4325568804	738834.3448	0.7936805624	342080.5274
61	0.4310539836	731375.2098	0.797825459	338037.5402
62	0.428462851	724372.1723	0.8016786316	334095.5057
63	0.4304983886	717575.3451	0.8053828935	331572.0806
64	0.4310378774	711282.1274	0.808781553	328652.0475
65	0.4314439285	705228.1767	0.8120227439	325720.2562
66	0.4276666909	698588.9557	0.8155454277	321724.7974
67	0.4262724506	692716.5603	0.8186334739	318359.0557
68	0.4271019749	687287.6043	0.8214651444	316034.7693
69	0.4263575977	682002.4575	0.8242004037	313142.8152
70	0.4225699363	676463.1463	0.82704454	309663.9927
71	0.4196466523	671528.5275	0.8295586647	306197.5972
72	0.4178373741	666085.8846	0.832310274	303564.2422
73	0.4158943133	661057.8676	0.8348323647	300766.0819
74	0.4135145683	656133.6344	0.8372838739	298193.8624
75	0.4136494426	650885.6828	0.8398763683	296041.887
76	0.4116269707	646111.9152	0.842216533	293897.44
77	0.4109049158	641595.5084	0.8444146776	291622.0189
78	0.408764234	637155.5929	0.8465605639	289292.2999
79	0.4073279678	632412.3118	0.8488366087	287083.0034
80	0.404771155	627992.2888	0.8509422311	284599.7747
81	0.4049742963	623646.3361	0.8529981688	282877.2709
82	0.402116552	619772.6176	0.8548186724	280916.9783
83	0.4012577936	615945.0951	0.8566063245	279631.8375
84	0.3973779499	612070.7464	0.8584045688	277650.5455
85	0.3987335214	608358.0384	0.8601171423	276746.0002
86	0.399231265	604273.6065	0.8619891453	275303
87	0.3977507424	600829.1379	0.8635580346	274016.801
88	0.3969915783	597115.1709	0.8652396268	272655.9335
89	0.3981941755	593925.0409	0.8666757139	271747.9657
90	0.3986619049	590925.3489	0.8680190546	270912.6595
91	0.3975558546	587428.9752	0.8695762379	269366.643
92	0.3962004828	584583.1171	0.8708368786	268138.2311
93	0.3937585559	581654.1775	0.8721279294	266796.3884
94	0.3907151399	578839.228	0.8733626233	265285.4641
95	0.3896786713	576145.3686	0.8745385956	263998.9218
96	0.3903795185	573216.7587	0.875810822	263258.365
97	0.3890398096	570204.2278	0.8771127401	262207.9103
98	0.3856602687	567677.3906	0.8781994668	260794.7908
99	0.3864072745	565028.2128	0.8793336264	260160.777
100	0.3853964284	562973.7465	0.8802095271	259150.3774
101	0.3834815313	560640.3019	0.8812004974	257966.6902
102	0.3841585385	558002.5102	0.882315762	257451.8311
103	0.3824977426	555706.512	0.883282234	256399.579
104	0.3795412902	553106.0109	0.8843720701	255430.7101
105	0.3804000272	550867.5556	0.8853060834	255077.9239
106	0.3789975484	548558.1999	0.886265711	253846.9147
107	0.3782687416	546507.3169	0.8871145532	253498.3861
108	0.3790949582	544303.7783	0.888023035	253226.7377
109	0.3775470511	541931.4642	0.8889969971	252346.3438
110	0.3780317124	539809.7524	0.8898644697	251816.0902
111	0.3755360531	537613.6972	0.8907587542	251114.4446
112	0.3745163459	535264.8554	0.891711222	250607.874
113	0.3749324541	533106.9194	0.8925826008	250124.8737
114	0.3736078105	531219.224	0.8933419693	249350.0365
115	0.3726760982	529301.7669	0.8941105526	248959.7193
116	0.3728253004	527468.2987	0.8948428709	248629.6444
117	0.370383744	525360.9656	0.8956814367	247864.6932
118	0.3679916089	523846.801	0.8962818919	247249.5452
119	0.366850127	521707.2545	0.897127393	246801.0021
120	0.3673307921	519990.4249	0.8978033435	246554.0932
121	0.3674663585	518390.2879	0.8984313437	246314.5056
122	0.3667065189	516815.8848	0.8990473551	245954.8331
123	0.3669923437	515030.5447	0.8997436321	245688.7361
124	0.3677771262	513572.2737	0.9003105654	245644.5773
125	0.367492377	511641.203	0.9010588356	245159.7972
126	0.3666520651	510037.2789	0.9016781969	244636.5157
127	0.3649172295	508394.9175	0.9023103857	243966.4635
128	0.3639446812	507004.0818	0.9028441612	243501.457
129	0.3615943544	505661.0445	0.9033582047	242959.3223
130	0.3606305921	504177.2474	0.9039245383	242624.184
131	0.3596306197	502598.8063	0.9045251687	242209.9905
132	0.3576819513	501576.1395	0.9049133097	241652.6098
133	0.3579380768	500163.1598	0.9054482885	241515.9467
134	0.3570446248	498434.6466	0.9061006815	241268.6648
135	0.3574221453	497158.0767	0.9065810476	241151.6989
136	0.3568720258	495844.3689	0.9070741023	240828.792
137	0.3568976223	494460.2584	0.9075921688	240506.9889
138	0.3563834783	493284.7444	0.9080310214	240388.7529
139	0.3569761836	492825.768	0.9082020867	240409.7045
140	0.3556363188	491703.3515	0.9086197522	239937.9843
141	0.3559394642	490574.4099	0.9090388852	239836.6758
142	0.3560129376	489206.5905	0.9095454135	239470.9141
143	0.3562248738	488131.1987	0.9099426576	239250.0192
144	0.3562561545	487161.4416	0.9103001311	239171.1099
145	0.3561519549	486534.5488	0.9105308391	239063.0932
146	0.3566727476	486121.4742	0.9106826958	239076.0152
147	0.3567981508	485010.4169	0.9110905084	238992.7332
148	0.3545427221	483953.4928	0.9114775854	238379.2391
149	0.3547205327	483100.2267	0.9117894608	238344.9717
150	0.3528660437	482105.7472	0.9121522562	237715.7221
151	0.3519925379	481013.3756	0.912549902	237343.9608
152	0.3520550958	480186.9763	0.9128501291	237138.5205
153	0.3508831757	479095.3664	0.9132459146	236867.6668
154	0.3511828043	478460.0946	0.9134758308	236875.7222
155	0.3515441712	478142.2915	0.9135907349	236885.2423
156	0.3519369065	477856.4261	0.9136940265	236903.4935
157	0.3522557662	477525.6317	0.9138134751	236915.1447
158	0.3512838659	476533.7326	0.9141711504	236655.8931
159	0.3513160931	475404.0072	0.9145776194	236363.1051
160	0.350067182	474358.4717	0.9149529377	235969.7045
161	0.3497463125	473477.4331	0.9152685647	235781.1108
162	0.3484812551	472249.358	0.9157075365	235424.2897
163	0.3463696779	471031.9859	0.9161415573	234828.3299
164	0.3459696248	469928.6506	0.9165339537	234637.7901
165	0.3449939847	469131.6189	0.916816842	234316.8962
166	0.3452472824	468800.478	0.9169342318	234324.3284
167	0.3454879167	468535.0526	0.9170282655	234328.4937
168	0.3431483986	467152.7904	0.9175171062	233541.497
169	0.3431322634	465828.8408	0.9179839704	233213.8068
170	0.3410901802	464618.4178	0.9184096422	232578.0254
171	0.3413022101	464349.2879	0.9185041372	232580.9391
172	0.3394586173	463388.9389	0.9188408817	232040.7089
173	0.3388639947	462741.9635	0.9190673494	231879.2246
174	0.3373292801	461868.2646	0.9193726772	231524.3928
175	0.3368467083	461058.815	0.9196550372	231273.4624
176	0.3370262148	460696.9613	0.9197811024	231268.7243
177	0.3370442301	460113.55	0.9199841468	231233.7229
178	0.3369494393	459209.961	0.9202981147	231019.1875
179	0.3362228283	458123.2548	0.9206748925	230776.2147
180	0.3350429535	457356.9763	0.9209400364	230447.9503
181	0.333526	456471.6304	0.9212458267	230044.031
182	0.333598062	456169.2196	0.9213501408	230048.8292
183	0.3326165121	455437.1907	0.921602362	229890.5673
184	0.3316244505	454416.4725	0.9219533752	229387.0145
185	0.3308107238	453768.4479	0.9221758146	229210.4904
186	0.3305193316	452804.6956	0.9225060429	228935.6216
187	0.3294470291	451833.0642	0.9228382602	228399.8367
188	0.329299344	450996.3553	0.9231237733	228149.2685
189	0.3290950855	450298.7149	0.923361427	228080.829
190	0.328800328	449893.2004	0.9234993979	227908.1014
191	0.328097988	449066.7993	0.9237801851	227491.8576
192	0.3272091882	448210.8024	0.9240704837	227305.1968
193	0.3268455045	447487.5898	0.9243153189	227152.0278
194	0.3249422212	446807.9507	0.9245450424	226878.5689
195	0.3240057906	446286.2795	0.9247211346	226629.4581
196	0.3236113485	445604.9239	0.9249508191	226327.7216
197	0.3233165142	445223.2444	0.9250793297	226238.219
198	0.3228516487	444070.4264	0.925466812	225731.4998
199	0.3220182164	443441.295	0.9256778504	225579.0817
200	0.3220275731	442898.4707	0.9258596971	225446.0343
201	0.3205447003	442211.031	0.9260896706	225217.6659
202	0.3205640822	441696.2143	0.9262616614	225181.9264
203	0.3198532339	441089.2386	0.9264641835	224859.6905
204	0.3192951283	440310.0585	0.9267237547	224414.4595
205	0.3184923924	439742.1439	0.9269126571	224152.338
206	0.3172985261	439002.833	0.9271582049	223885.4158
207	0.3167508408	438320.5845	0.9273844339	223638.3572
208	0.3161267487	437654.0329	0.9276051181	223488.286
209	0.3158684112	436985.8775	0.9278259963	223401.7783
210	0.3158067701	436415.2576	0.9280143641	223183.7585
211	0.3154084249	435846.8918	0.9282017431	222922.014
212	0.3150447311	434980.6867	0.9284868442	222544.9127
213	0.3133569487	434432.2826	0.9286670517	222077.9156
214	0.3133969783	434236.7939	0.928731235	222064.9371
215	0.3121873758	433501.3997	0.9289724225	221728.6056
216	0.31082482	432927.6211	0.929160321	221312.9279
217	0.3106387993	432472.2911	0.9293092534	221083.1887
218	0.3106964775	432309.6925	0.9293623993	221081.2166
219	0.3104312023	431825.462	0.9295205531	220926.9714
220	0.3098534835	431273.66	0.9297005604	220718.7714
221	0.3093257975	430501.0884	0.9299521997	220348.6765
222	0.3092864369	430122.1174	0.9300754719	220193.9284
223	0.3083708825	429604.6377	0.930243623	219750.4424
224	0.3082143441	429045.6657	0.9304250293	219557.8052
225	0.3073480407	428515.2315	0.9305969556	219334.9103
226	0.3068529842	427954.3211	0.9307785287	219075.3581
227	0.3066085129	427446.9432	0.9309425678	218962.7246
228	0.3055471062	426704.0501	0.9311823997	218623.7637
229	0.3051123198	426412.5173	0.9312764028	218550.4395
230	0.3051636699	426037.9515	0.9313970849	218397.0162
231	0.305202671	425916.5295	0.9314361834	218392.1028
232	0.3047828545	425302.7213	0.9316336621	218073.0392
233	0.3044670004	425030.9186	0.9317210173	217950.1975
234	0.3041023687	424566.9733	0.9318699967	217796.8853
235	0.3037470573	424189.3714	0.9319911299	217706.6525
236	0.3035727805	423773.0092	0.9321245724	217552.2618
237	0.3031177544	423322.4902	0.9322688143	217404.6336
238	0.3027687226	422722.9411	0.9324605329	217264.2871
239	0.3026532912	422170.618	0.9326369096	217148.6362
240	0.3011230175	421615.9632	0.9328137989	216861.7248
241	0.3011184717	421285.7668	0.9329189939	216802.6617
242	0.3002924232	420796.492	0.9330747171	216564.0795
243	0.2998590134	420319.228	0.9332264433	216382.8883
244	0.2993397854	419590.0538	0.9334579212	215994.1131
245	0.2990259922	419141.8224	0.9336000138	215722.6061
246	0.2987667158	418754.0053	0.9337228321	215674.438
247	0.298682624	418475.6407	0.9338109176	215614.9051
248	0.2985662687	418021.4974	0.9339545007	215512.6691
249	0.2984948197	417717.9853	0.934050373	215464.3675
250	0.2970837062	417307.5641	0.9341799045	215073.941
251	0.2967990457	416813.3063	0.9343357264	214786.1378
252	0.2962144548	416167.5176	0.9345390424	214580.5526
253	0.2962117219	415464.8795	0.9347598983	214327.4105
254	0.2960608149	415197.7696	0.9348437595	214240.6962
255	0.2957036858	414724.3491	0.9349922608	214062.5608
256	0.2954783653	414280.2597	0.9351314076	213915.9115
257	0.2942424481	413873.2732	0.9352587981	213701.0355
258	0.2940136369	413658.9782	0.935325824	213582.667
259	0.2935614401	413475.9764	0.9353830348	213508.3931
260	0.2933685158	413035.8363	0.9355205295	213358.291
261	0.2929987406	412783.2305	0.9355993745	213188.3987
262	0.2928611401	412408.349	0.9357162961	213064.125
263	0.2928254172	411736.2151	0.9359256617	212756.5452
264	0.29247484	411369.1447	0.9360398576	212423.3739
265	0.2911748949	410754.708	0.9362307816	212093.4002
266	0.2906605824	410328.2845	0.9363631164	211753.738
267	0.2897710479	409889.1776	0.9364992437	211416.6496
268	0.2892708402	409339.9441	0.9366693061	211140.3354
269	0.2890657561	409081.0535	0.9367493889	211054.6221
270	0.2888511287	408605.1175	0.9368964783	210788.5892
271	0.28842075	408245.1572	0.9370076113	210685.8782
272	0.2883412514	407861.9326	0.9371258192	210437.1084
273	0.2879582661	407447.9608	0.9372533865	210113.761
274	0.287985292	407050.2028	0.9373758354	209932.4006
275	0.2875520989	406902.9999	0.9374211212	209856.5654
276	0.2871467485	406705.3129	0.9374819122	209676.4479
277	0.2860503896	406352.5476	0.9375903182	209337.6114
278	0.285803715	406193.8331	0.9376390611	209279.3591
279	0.2855139534	405968.6585	0.9377081818	209155.1079
280	0.2855246158	405896.0366	0.937730466	209147.3217
281	0.2852557245	405276.0886	0.9379205363	208853.0069
282	0.2840821869	404812.8812	0.9380623618	208579.3173
283	0.2839952674	404435.4991	0.9381777892	208420.7576
284	0.283885425	404063.9631	0.9382913234	208259.2199
285	0.2836188367	403554.1181	0.9384469523	207973.5837
286	0.2832069592	403123.8564	0.9385781357	207787.087
287	0.282999134	402700.0923	0.9387072013	207709.3889
288	0.2829090979	402449.961	0.9387833199	207588.3418
289	0.2827855198	402068.5218	0.9388993063	207486.6401
290	0.2825789245	401640.5756	0.9390293035	207279.7283
291	0.282563176	401470.9673	0.9390807871	207240.3518
292	0.282271373	401145.582	0.9391794951	207008.5073
293	0.2822851073	400913.1744	0.9392499486	206923.4451
294	0.2822660675	400587.1286	0.9393487193	206806.8116
295	0.2816275621	400203.2553	0.939464905	206545.545
296	0.2805086447	399829.4208	0.9395779453	206333.9167
297	0.2802452528	399483.139	0.9396825599	206237.9088
298	0.2798680852	398974.783	0.9398359742	206127.1195
299	0.2797353726	398567.4258	0.9399587676	206006.2377
300	0.2795460628	398280.9752	0.9400450399	205953.3452
301	0.279133512	397831.2999	0.9401803466	205656.3054
302	0.2791265597	397642.5774	0.9402370875	205640.2548
303	0.2791061513	397282.5047	0.9403452713	205492.0799
304	0.2783228769	396989.3505	0.9404332771	205266.5302
305	0.2774336097	396642.6497	0.9405372739	205065.3979
306	0.2771850007	396252.862	0.9406540866	205004.2402
307	0.2769981904	395517.8456	0.940874046	204737.993
308	0.2768772581	395166.9527	0.9409789094	204609.1726
309	0.2767296139	394880.7513	0.941064371	204537.6003
310	0.2765282004	394617.8808	0.9411428113	204447.7072
311	0.2764463658	394371.1187	0.9412163973	204379.6189
312	0.2760987354	393932.8593	0.9413469756	204144.0137
313	0.2758681498	393672.1665	0.9414245795	204041.6804
314	0.2757576001	393179.4381	0.9415711162	203767.2273
315	0.2756688338	392894.365	0.9416558127	203608.9291
316	0.2756319098	392773.9123	0.9416915813	203584.3648
317	0.2754396668	392456.1782	0.9417858803	203466.4351
318	0.2751302983	392216.6002	0.9418569331	203382.6465
319	0.2752121945	391883.0659	0.9419557788	203203.5587
320	0.2751816082	391676.4498	0.942016969	203076.3177
321	0.275203566	391614.2829	0.9420353737	203068.8866
322	0.2750259516	391207.5447	0.9421557176	202823.3075
323	0.2748555901	390887.8851	0.9422502092	202777.2897
324	0.2745350152	390523.9454	0.9423576961	202653.4758
325	0.2745733121	390302.3687	0.9424230881	202606.5098
326	0.2744712781	390038.6842	0.9425008586	202461.4864
327	0.2735657697	389696.8442	0.9426016019	202273.7083
328	0.2734328524	389503.5687	0.9426585228	202234.467
329	0.2731752628	389300.78	0.9427182151	202005.0477
330	0.2722761763	388863.1167	0.9428469384	201856.3745
331	0.2721723758	388610.6782	0.9429211185	201780.2056
332	0.2711384574	388409.6657	0.9429801524	201614.1085
333	0.2702481255	387965.7084	0.9431104268	201279.134
334	0.2694665298	387662.6179	0.9431992798	201108.5672
335	0.2694001645	387459.4951	0.9432587877	201089.802
336	0.2692064418	387023.4053	0.9433864415	200820.556
337	0.2691070727	386768.0153	0.9434611334	200665.1819
338	0.268909284	386319.178	0.9435922819	200545.9845
339	0.2684924449	385933.3832	0.943704888	200300.5256
340	0.268239955	385698.9606	0.9437732565	200185.0476
341	0.2680107181	385439.1448	0.9438489822	200061.7314
342	0.2679339334	385170.9346	0.9439271011	199964.3462
343	0.2679803007	384893.0801	0.9440079716	199836.4797
344	0.2671406643	384667.8484	0.9440734833	199686.2711
345	0.2664996232	384484.0652	0.9441269107	199495.2015
346	0.266590393	384384.4193	0.9441558679	199453.6982
347	0.2663066911	384077.7703	0.9442449335	199390.7357
348	0.2658213705	383816.6216	0.9443207276	199200.2344
349	0.2657748113	383608.8581	0.9443809907	199021.7743
350	0.2657555455	383161.3022	0.9445106963	198892.8514
351	0.2654721365	382853.5146	0.9445998079	198773.2101
352	0.2654439381	382529.9855	0.9446933998	198656.8623
353	0.2652047444	382342.4086	0.9447476267	198496.7878
354	0.2652194297	382309.613	0.9447571048	198490.9028
355	0.2652128831	382079.6111	0.9448235544	198400.0245
356	0.2644798238	381918.1575	0.9448701758	198299.2238
357	0.2644873456	381652.6712	0.944946795	198234.2856
358	0.2645112168	381411.1271	0.9450164582	198165.8366
359	0.2644837859	381381.7591	0.9450249251	198161.107
360	0.2642878112	380982.6266	0.9451399325	197940.3562
361	0.2643231406	380662.9993	0.9452319442	197875.3581
362	0.2641932871	380383.0867	0.9453124596	197745.4661
363	0.2642819535	380120.854	0.9453878358	197631.1226
364	0.2640287538	379842.2219	0.9454678689	197434.5711
365	0.2639723409	379735.4607	0.945498519	197397.7984
366	0.2633141041	379509.7262	0.9455632968	197255.5538
367	0.2625923067	379270.965	0.9456317708	197137.4469
368	0.2625901614	379222.865	0.9456455602	197129.9551
369	0.2624911193	378823.8322	0.9457598877	196950.7258
370	0.2623589496	378445.7284	0.9458681076	196742.8259
371	0.2624014496	378111.3431	0.9459637246	196622.4012
372	0.2621661216	377749.0191	0.9460672351	196448.5324
373	0.2621506859	377706.8901	0.9460792643	196442.7087
374	0.2621492011	377594.6853	0.9461112959	196432.9472
375	0.2619877774	377269.9073	0.9462039579	196386.0069
376	0.2618524345	376995.7054	0.946282128	196256.927
377	0.2616107406	376556.8984	0.9464071059	196070.1053
378	0.2616142374	376516.819	0.9464185137	196066.7657
379	0.2615632783	376147.3438	0.946523621	195955.3495
380	0.2613735156	375833.9297	0.9466126992	195906.9724
381	0.2613806412	375783.4182	0.9466270485	195899.1497
382	0.261183478	375311.1031	0.9467611312	195776.8772
383	0.2607595642	375131.6205	0.9468120391	195673.4134
384	0.2606410253	374706.8579	0.9469324207	195559.3367
385	0.2603981425	374465.3474	0.9470008061	195449.2039
386	0.2602291573	374098.1026	0.9471047097	195312.4079
387	0.260138861	373759.7513	0.9472003482	195119.5162
388	0.2600665726	373585.1405	0.9472496699	195003.805
389	0.2599083877	373305.7848	0.9473285306	194964.1728
390	0.2598172919	372919.1796	0.94743757	194917.6417
391	0.2597841875	372626.7981	0.9475199592	194818.2282
392	0.2591064642	372393.2671	0.9475857187	194664.8084
393	0.259058254	372129.0863	0.9476600591	194534.1206
394	0.2590013211	371879.6858	0.947730192	194440.5205
395	0.2587114532	371696.7081	0.9477816164	194283.2577
396	0.2587077845	371388.9151	0.9478680622	194247.6929
397	0.2586870931	371158.4067	0.9479327551	194124.0133
398	0.2586281767	370780.6502	0.9480386869	194014.6031
399	0.2585133038	370506.5187	0.9481154922	193977.1528
400	0.2579182776	370210.3047	0.9481984207	193806.4835
401	0.2579011062	369911.9961	0.9482818686	193701.807
402	0.2579002005	369851.3139	0.9482988354	193694.8063
403	0.25786969	369586.7283	0.9483727813	193603.7902
404	0.2576157076	369401.472	0.9484245248	193503.4099
405	0.2569813776	369083.2212	0.9485133543	193270.0146
406	0.2569535345	368889.6794	0.9485673378	193224.1201
407	0.2568293652	368612.2937	0.9486446581	193194.181
408	0.2567814427	368319.338	0.9487262553	193149.3947
409	0.2567554777	368059.2146	0.9487986532	193068.3958
410	0.256685509	368000.2032	0.9488150703	193050.0989
411	0.2564520637	367756.3103	0.9488828936	192858.6631
412	0.2558612095	367577.3675	0.9489326266	192772.4726
413	0.2557027932	367410.3007	0.9489790371	192664.3959
414	0.2556753799	367233.6265	0.9490280936	192563.5275
415	0.2555950202	367005.854	0.9490913035	192452.6866
416	0.255332446	366838.7285	0.9491376581	192375.7192
417	0.2548507119	366604.6563	0.9492025458	192263.5986
418	0.2548539489	366453.0258	0.9492445575	192179.9558
419	0.2546678637	366124.9816	0.9493353881	192031.8665
420	0.2546625882	365987.5067	0.9493734287	191989.4792
421	0.2544758538	365766.4296	0.9494345728	191903.5237
422	0.2545304686	365589.5031	0.9494834795	191864.0749
423	0.2545419838	365451.6291	0.9495215747	191831.123
424	0.2537591444	365207.144	0.9495890916	191614.5036
425	0.2536289682	364864.5873	0.9496836161	191440.9509
426	0.2536287919	364840.6369	0.9496902216	191438.3188
427	0.2535403895	364556.6495	0.9497685121	191354.3603
428	0.2529445313	364317.8064	0.9498343099	191219.9295
429	0.2529188883	364094.8813	0.9498956836	191142.9075
430	0.2526531798	363856.0175	0.9499614037	191031.4284
431	0.2526559149	363802.0687	0.9499762411	191024.6772
432	0.2527197963	363567.6484	0.9500406871	190958.5361
433	0.2526289612	363311.3534	0.9501110994	190835.5699
434	0.2526116967	363151.3359	0.950155036	190785.8785
435	0.2524265617	362873.9374	0.9502311565	190581.9
436	0.2521312959	362679.0478	0.9502846011	190334.6031
437	0.2515808955	362491.9091	0.9503358932	190227.5812
438	0.2513620922	362368.8463	0.9503696085	190182.0315
439	0.2512331175	362078.8918	0.9504490017	190051.3867
440	0.2512294928	362050.9215	0.9504566569	190047.099
441	0.2511570226	361739.8667	0.9505417503	189904.0895
442	0.2505847156	361431.8373	0.950625944	189685.4755
443	0.25058572	361161.51	0.9506997735	189627.4276
444	0.2504284652	361041.3087	0.9507325841	189563.8507
445	0.2504050972	360840.1553	0.9507874673	189526.307
446	0.2500477109	360587.8106	0.9508562744	189268.2475
447	0.250048991	360537.5473	0.950869974	189261.5226
448	0.2499749759	360340.9391	0.9509235425	189235.1183
449	0.2495612833	360137.179	0.9509790288	189136.1141
450	0.2495647353	360114.3688	0.9509852383	189133.0318
451	0.2495601105	360078.417	0.9509950246	189127.793
452	0.2495673783	359940.8221	0.9510324695	189077.2966
453	0.2492946765	359687.4136	0.9511013943	188849.9054
454	0.2492923482	359450.1636	0.9511658801	188732.2394
455	0.2487702051	359264.0472	0.9512164377	188580.8272
456	0.2486213942	359186.7185	0.951237436	188553.0437
457	0.2486034667	358997.4076	0.9512888235	188519.3828
458	0.2485712998	358798.1089	0.9513428928	188464.7884
459	0.2483593923	358658.8514	0.9513806553	188397.3987
460	0.2483189652	358439.8709	0.9514400066	188338.3905
461	0.2483247082	358422.72	0.9514446536	188334.7934
462	0.247735695	358279.1698	0.9514835392	188223.1453
463	0.2475412311	358164.2624	0.9515146546	188183.3653
464	0.2473553318	358053.6261	0.951544604	188145.9606
465	0.247332687	357936.2057	0.9515763798	188098.3426
466	0.2473276243	357818.1791	0.9516083092	188064.8184
467	0.2472241327	357552.8513	0.951680049	187900.0367
468	0.2472644123	357438.9127	0.9517108395	187863.0909
469	0.2472415153	357310.4445	0.9517455448	187824.0993
470	0.2466972048	357080.7746	0.9518075583	187676.1516
471	0.2466259721	356832.9025	0.9518744419	187604.5454
472	0.2465709663	356610.466	0.9519344225	187521.6788
473	0.2463661235	356422.2064	0.9519851581	187419.1239
474	0.2463291046	356248.2547	0.9520320139	187377.6434
475	0.2461686989	356001.4187	0.9520984627	187181.4954
476	0.2461331057	355781.4413	0.9521576422	187101.562
477	0.2461963234	355609.803	0.9522037919	187056.5921
478	0.245959938	355402.3492	0.9522595418	186870.979
479	0.2458417679	355282.8222	0.9522916481	186838.0953
480	0.2458673495	355125.9135	0.952333779	186793.1065
481	0.2457972691	354889.7044	0.9523971675	186725.6675
482	0.2457690621	354558.698	0.9524859246	186596.1787
483	0.2457969295	354420.5079	0.9525229549	186554.0216
484	0.2453455939	354227.2952	0.9525747051	186361.8835
485	0.2452765595	354000.4871	0.9526354175	186298.3644
486	0.2451758975	353827.115	0.9526817998	186139.2453
487	0.2451603901	353668.6012	0.9527241872	186051.3112
488	0.2451542689	353579.2151	0.9527480812	186021.5253
489	0.245160098	353360.7781	0.9528064465	185940.3456
490	0.2450877514	353127.8032	0.9528686565	185845.3059
491	0.2450106803	352942.4248	0.9529181278	185766.7301
492	0.2444206915	352756.7128	0.952967662	185604.3716
493	0.2444058468	352459.5699	0.9530468636	185571.6145
494	0.2443575494	352291.828	0.9530915446	185443.9977
495	0.243911827	352142.4515	0.9531313158	185360.3561
496	0.2439157446	351991.8902	0.9531713854	185306.1146
497	0.2438513002	351779.66	0.9532278381	185247.9416
498	0.2436207701	351523.1663	0.9532960194	185083.2311
499	0.2432127095	351267.0418	0.9533640529	184807.3842
500	0.2431454211	351094.2802	0.953409915	184724.3323
501	0.2430633196	350924.2653	0.9534550259	184638.4492
502	0.2431202117	350778.7562	0.9534936172	184600.5918
503	0.243007665	350541.5509	0.9535564935	184495.849
504	0.2425894644	350380.6323	0.9535991241	184372.7086
